Test_Number,Unix_Start_Time,Local_Start_Time,UTC_Start_Time,Characters,Seconds,CPS,WPM,Mistake_Free_Test,Backspaces as % of Verse Length,Incorrect Characters as % of Verse Length,Book,Chapter,Verse #,Verse,Verse_Order,Autostart,% of Words Typed Correctly,Extra Keystrokes %,Test Version,Location,Keyboard,Layout,Caffeine,Custom_1,Custom_2,Custom_3,WPM_Rank,WPM_Percentile,Last 10 Avg,Last 100 Avg,Last 1000 Avg,Incorrect Character % Last 10 Avg,Incorrect Character % Last 100 Avg,Incorrect Character % Last 1000 Avg,Extra Keystrokes % Last 10 Avg,Extra Keystrokes % Last 100 Avg,Extra Keystrokes % Last 1000 Avg,Local_Start_Year,Local_Start_Month,Local_Start_Date,Local_Start_Hour,Local_Start_Minute,Local_Start_10_Minute_Block,Local_Start_15_Minute_Block,Local_Start_30_Minute_Block,Count,Local_End_Time,Local_End_Year,Local_End_Month,Local_End_Date,Local_End_Hour,Local_End_Minute,Local_End_15_Minute_Block,Local_End_10_Minute_Block,Local_End_30_Minute_Block,cumulative_avg,Session,Test_#_Within_Session
628,1718673490.0,2024-07-21 18:10:00,2024-06-18 01:18:10.065609+00:00,103,20.49950983,5.024510383,60.29412459,1,0.0,0.0,GEN,24,36,"Sarah, my master's wife, bore a son to my master when she was old. He has given all that he has to him.",628,1,100.0,0.0,v2,,mac,qwerty,yes,,,,1473,41.02564102564102,56.791118647000005,55.4825939731,,3.7574532862000005,4.80933158493,,7.514906573200001,9.92914909312,,2024.0,7.0,2024-07-21,18.0,10.0,2.0,1.0,1.0,1,2024-07-21 18:10:20.499509830,2024.0,7.0,2024-07-21,18.0,10.0,1.0,2.0,1.0,54.847,243,1
629,1718673511.0,2024-07-21 18:30:00,2024-06-18 01:18:30.589999+00:00,130,24.32465463,5.344371873,64.13246248,0,2.307692308,2.307692308,GEN,24,37,"My master made me swear, saying, 'You shall not take a wife for my son from the daughters of the Canaanites, in whose land I live,",629,1,92.30769231,4.615384615,v2,,mac,qwerty,yes,,,,1104,55.80929487179487,58.586311262,55.426714093399994,,3.4195021379000003,4.8085989842,,6.8390042767000025,9.92768389165,,2024.0,7.0,2024-07-21,18.0,30.0,4.0,3.0,2.0,1,2024-07-21 18:30:24.324654630,2024.0,7.0,2024-07-21,18.0,30.0,3.0,4.0,2.0,54.861,244,1
630,1718673535.0,2024-07-21 18:54:00,2024-06-18 01:18:54.932027+00:00,88,15.852264,5.551257536,66.61509044,1,0.0,0.0,GEN,24,38,"but you shall go to my father's house, and to my relatives, and take a wife for my son.'",630,1,100.0,0.0,v2,,mac,qwerty,yes,,,,871,65.14423076923077,59.328976031,55.5551680589,,3.4195021379000003,4.755407494839999,,6.8390042767000025,9.82130091295,,2024.0,7.0,2024-07-21,18.0,54.0,6.0,4.0,2.0,1,2024-07-21 18:54:15.852264000,2024.0,7.0,2024-07-21,18.0,54.0,4.0,6.0,2.0,54.88,245,1
631,1718673551.0,2024-07-21 19:11:00,2024-06-18 01:19:10.987103+00:00,58,11.51557404,5.036657295,60.43988754,1,0.0,0.0,GEN,24,39,"I asked my master, 'What if the woman will not follow me?'",631,1,100.0,0.0,v2,,mac,qwerty,yes,,,,1456,41.706730769230774,60.582004254000005,55.5946799644,,2.2700768509000007,4.72431941194,,4.540153701700001,9.748762052850001,,2024.0,7.0,2024-07-21,19.0,11.0,2.0,1.0,1.0,1,2024-07-21 19:11:11.515574039,2024.0,7.0,2024-07-21,19.0,11.0,1.0,2.0,1.0,54.889,246,1
632,1718673563.0,2024-07-21 19:22:00,2024-06-18 01:19:22.518309+00:00,173,35.42990021,4.882881379,58.59457655,0,4.624277457,4.624277457,GEN,24,40,"He said to me, 'Yahweh, before whom I walk, will send his angel with you, and prosper your way. You shall take a wife for my son from my relatives, and of my father's house.",632,1,91.42857143,9.248554913,v2,,mac,qwerty,yes,,,,1609,35.57692307692308,59.972023318000005,55.53698497840001,,2.5578321075000003,4.77056218651,,5.115664214800001,9.841247601980001,,2024.0,7.0,2024-07-21,19.0,22.0,3.0,2.0,1.0,1,2024-07-21 19:22:35.429900210,2024.0,7.0,2024-07-21,19.0,22.0,2.0,3.0,1.0,54.895,247,1
633,1718673598.0,2024-07-21 19:58:00,2024-06-18 01:19:57.969222+00:00,132,21.38567133,6.172357086,74.06828504,1,0.0,0.0,GEN,24,41,"Then you will be clear from my oath, when you come to my relatives. If they don't give her to you, you shall be clear from my oath.'",633,1,100.0,0.0,v2,,mac,qwerty,yes,,,,308,87.70032051282051,61.256793857000005,55.627776449,,2.0739611398000006,4.762087610239999,,4.147922279300001,9.82429844944,,2024.0,7.0,2024-07-21,19.0,58.0,6.0,4.0,2.0,1,2024-07-21 19:58:21.385671330,2024.0,7.0,2024-07-21,19.0,58.0,4.0,6.0,2.0,54.925,248,1
634,1718673619.0,2024-07-21 20:19:00,2024-06-18 01:20:19.378043+00:00,118,26.99099021,4.371829232,52.46195079,0,2.542372881,2.542372881,GEN,24,42,"I came today to the spring, and said, 'Yahweh, the God of my master Abraham, if now you do prosper my way which I go--",634,1,96.0,5.084745763,v2,,mac,qwerty,yes,,,,2020,19.110576923076923,59.476960417,55.733523904100004,,2.2069863067,4.54241329985,,4.413972613200001,9.38494982867,,2024.0,7.0,2024-07-21,20.0,19.0,2.0,2.0,1.0,1,2024-07-21 20:19:26.990990210,2024.0,7.0,2024-07-21,20.0,19.0,2.0,2.0,1.0,54.921,249,1
635,1718673646.0,2024-07-21 20:46:00,2024-06-18 01:20:46.384661+00:00,180,35.98547308,5.002018442,60.0242213,0,4.444444444,4.444444444,GEN,24,43,"behold, I am standing by this spring of water. Let it happen, that the maiden who comes out to draw, to whom I will say, ""Please give me a little water from your pitcher to drink,""",635,1,94.44444444,8.888888889,v2,,mac,qwerty,yes,,,,1495,40.144230769230774,60.922184089999995,55.807471769399996,,1.6949090120000008,4.499901222549999,,3.389818024100001,9.29992567406,,2024.0,7.0,2024-07-21,20.0,46.0,5.0,4.0,2.0,1,2024-07-21 20:46:35.985473080,2024.0,7.0,2024-07-21,20.0,46.0,4.0,5.0,2.0,54.929,250,1
636,1718673682.0,2024-07-21 21:22:00,2024-06-18 01:21:22.396506+00:00,135,31.56172296,4.277333027,51.32799633,0,2.222222222,2.222222222,GEN,24,44,"then she tells me, ""Drink, and I will also draw for your camels,""--let her be the woman whom Yahweh has appointed for my master's son.'",636,1,100.0,4.444444444,v2,,mac,qwerty,yes,,,,2074,16.947115384615387,61.168613702,55.8276274326,,1.6141009312000008,4.47253666791,,3.228201862400001,9.24519656478,,2024.0,7.0,2024-07-21,21.0,22.0,3.0,2.0,1.0,1,2024-07-21 21:22:31.561722960,2024.0,7.0,2024-07-21,21.0,22.0,2.0,3.0,1.0,54.924,251,1
637,1718899162.0,,2024-06-20 15:59:22.423463+00:00,179,37.85851042,4.728131087,56.73757304,0,5.027932961,5.027932961,GEN,24,45,"Before I had finished speaking in my heart, behold, Rebekah came out with her pitcher on her shoulder. She went down to the spring, and drew. I said to her, 'Please let me drink.'",637,1,88.23529412,10.05586592,v2,,mac,qwerty,yes,,,,1753,29.807692307692307,60.469616810000005,55.9045719284,,2.1168942273000004,4.42719846764,,4.233788454400001,9.138583909280001,,,,,,,,,,1,,,,,,,,,,54.926,251,2
638,1718899200.0,2024-07-21 00:00:00,2024-06-20 16:00:00.328722+00:00,166,31.55435842,5.26076296,63.12915553,0,4.21686747,3.614457831,GEN,24,46,"She hurried and let down her pitcher from her shoulder, and said, 'Drink, and I will also give your camels a drink.' So I drank, and she also gave the camels a drink.",638,1,93.93939394,8.43373494,v2,,mac,qwerty,yes,,,,1192,52.28365384615385,60.753119903999995,56.16845140269999,,2.478340010400001,4.3598947700499995,,5.0771619484000015,9.01602470698,,2024.0,7.0,2024-07-21,0.0,0.0,1.0,1.0,1.0,1,2024-07-21 00:00:31.554358420,2024.0,7.0,2024-07-21,0.0,0.0,1.0,1.0,1.0,54.939,251,3
639,1718899232.0,2024-07-21 00:31:00,2024-06-20 16:00:31.897795+00:00,183,41.64169642,4.394633642,52.73560371,0,2.732240437,2.732240437,GEN,24,47,"I asked her, and said, 'Whose daughter are you?' She said, 'The daughter of Bethuel, Nahor's son, whom Milcah bore to him.' I put the ring on her nose, and the bracelets on her hands.",639,1,88.57142857,5.464480874,v2,,mac,qwerty,yes,,,,1995,20.11217948717949,59.613434027000004,56.21036933650001,,2.5207948233000006,4.35969423864,,5.162071574300002,9.01562364416,,2024.0,7.0,2024-07-21,0.0,31.0,4.0,3.0,2.0,1,2024-07-21 00:31:41.641696420,2024.0,7.0,2024-07-21,0.0,31.0,3.0,4.0,2.0,54.936,252,1
640,1718899274.0,2024-07-21 01:13:00,2024-06-20 16:01:13.561240+00:00,172,37.59155263,4.575496035,54.90595242,0,7.558139535,7.558139535,GEN,24,48,"I bowed my head, and worshiped Yahweh, and blessed Yahweh, the God of my master Abraham, who had led me in the right way to take my master's brother's daughter for his son.",640,1,87.87878788,15.11627907,v2,,mac,qwerty,yes,,,,1865,25.320512820512818,58.442520224999996,56.1791583662,,3.2766087768000007,4.43527563399,,6.673699481300003,9.16678643486,,2024.0,7.0,2024-07-21,1.0,13.0,2.0,1.0,1.0,1,2024-07-21 01:13:37.591552630,2024.0,7.0,2024-07-21,1.0,13.0,1.0,2.0,1.0,54.936,253,1
641,1718899311.0,2024-07-21 01:51:00,2024-06-20 16:01:51.350635+00:00,131,23.19109996,5.648718699,67.78462439,1,0.0,0.0,GEN,24,49,"Now if you will deal kindly and truly with my master, tell me. If not, tell me, that I may turn to the right hand, or to the left.""",641,1,100.0,0.0,v2,,mac,qwerty,yes,,,,775,68.99038461538461,59.17699391,56.3385380435,,3.2766087768000007,4.37645210458,,6.673699481300003,9.04913937606,,2024.0,7.0,2024-07-21,1.0,51.0,6.0,4.0,2.0,1,2024-07-21 01:51:23.191099960,2024.0,7.0,2024-07-21,1.0,51.0,4.0,6.0,2.0,54.956,254,1
642,1718899335.0,2024-07-21 02:14:00,2024-06-20 16:02:14.567154+00:00,100,20.25574729,4.936870438,59.24244525,0,1.0,1.0,GEN,24,50,"Then Laban and Bethuel answered, ""The thing proceeds from Yahweh. We can't speak to you bad or good.",642,1,94.44444444,2.0,v2,,mac,qwerty,yes,,,,1556,37.70032051282051,59.24178078,56.7521405694,,2.914181031100001,4.3682702864000005,,5.948843990000002,9.0327757397,,2024.0,7.0,2024-07-21,2.0,14.0,2.0,1.0,1.0,1,2024-07-21 02:14:20.255747290,2024.0,7.0,2024-07-21,2.0,14.0,1.0,2.0,1.0,54.962,255,1
643,1718899355.0,2024-07-21 02:34:00,2024-06-20 16:02:34.846857+00:00,112,25.92551488,4.320068494,51.84082193,0,3.571428571,3.571428571,GEN,24,51,"Behold, Rebekah is before you. Take her, and go, and let her be your master's son's wife, as Yahweh has spoken.""",643,1,95.23809524,7.142857143,v2,,mac,qwerty,yes,,,,2048,17.98878205128205,57.019034469,56.719232221599995,,3.2713238882000004,4.403984572110001,,6.663129704300002,9.084002290929998,,2024.0,7.0,2024-07-21,2.0,34.0,4.0,3.0,2.0,1,2024-07-21 02:34:25.925514880,2024.0,7.0,2024-07-21,2.0,34.0,3.0,4.0,2.0,54.958,256,1
644,1718899381.0,2024-07-21 03:00:00,2024-06-20 16:03:00.795822+00:00,87,19.40730213,4.482848746,53.79418496,0,4.597701149,4.597701149,GEN,24,52,"When Abraham's servant heard their words, he bowed himself down to the earth to Yahweh.",644,1,93.33333333,9.195402299,v2,,mac,qwerty,yes,,,,1932,22.63621794871795,57.15225788600001,56.712747877700004,,3.476856715000001,4.4249615836,,7.074195357900001,9.12595631392,,2024.0,7.0,2024-07-21,3.0,0.0,1.0,1.0,1.0,1,2024-07-21 03:00:19.407302130,2024.0,7.0,2024-07-21,3.0,0.0,1.0,1.0,1.0,54.956,257,1
645,1718899400.0,2024-07-21 03:20:00,2024-06-20 16:03:20.215516+00:00,161,33.46721746,4.810677798,57.72813358,0,8.695652174,8.074534161,GEN,24,53,"The servant brought out jewels of silver, and jewels of gold, and clothing, and gave them to Rebekah. He also gave precious things to her brother and her mother.",645,1,93.10344828,17.39130435,v2,,mac,qwerty,yes,,,,1690,32.331730769230774,56.922649114,56.783195013,,3.8398656867000014,4.48070692521,,7.924436904000001,9.24986935742,,2024.0,7.0,2024-07-21,3.0,20.0,3.0,2.0,1.0,1,2024-07-21 03:20:33.467217460,2024.0,7.0,2024-07-21,3.0,20.0,2.0,3.0,1.0,54.96,258,1
646,1718899434.0,2024-07-21 03:53:00,2024-06-20 16:03:53.711284+00:00,146,26.02003988,5.61105981,67.33271772,0,2.739726027,2.054794521,GEN,24,54,"They ate and drank, he and the men who were with him, and stayed all night. They rose up in the morning, and he said, ""Send me away to my master.""",646,1,93.5483871,5.479452055,v2,,mac,qwerty,yes,,,,813,67.46794871794873,58.523121253,56.995278258499994,,3.8231229166000014,4.42539280145,,8.027937665100001,9.15293974007,,2024.0,7.0,2024-07-21,3.0,53.0,6.0,4.0,2.0,1,2024-07-21 03:53:26.020039880,2024.0,7.0,2024-07-21,3.0,53.0,4.0,6.0,2.0,54.979,259,1
647,1718899460.0,2024-07-21 04:19:00,2024-06-20 16:04:19.755944+00:00,116,33.47066442,3.465721461,41.58865754,0,17.24137931,16.37931034,GEN,24,55,"Her brother and her mother said, ""Let the young lady stay with us a few days, at least ten. After that she will go.""",647,1,75.0,34.48275862,v2,,mac,qwerty,yes,,,,2387,4.407051282051282,57.008229703,56.8625084832,,4.9582606545,4.58001159292,,10.4706269351,9.47941870242,,2024.0,7.0,2024-07-21,4.0,19.0,2.0,2.0,1.0,1,2024-07-21 04:19:33.470664420,2024.0,7.0,2024-07-21,4.0,19.0,2.0,2.0,1.0,54.959,260,1
648,1718899493.0,2024-07-21 04:53:00,2024-06-20 16:04:53.250647+00:00,111,24.51925917,4.52705358,54.32464296,0,2.702702703,2.702702703,GEN,24,56,"He said to them, ""Don't hinder me, since Yahweh has prospered my way. Send me away that I may go to my master.""",648,1,95.65217391,5.405405405,v2,,mac,qwerty,yes,,,,1898,23.998397435897438,56.127778446,56.8279118344,,4.8670851417000005,4.578467191380001,,10.167793981600003,9.47632989933,,2024.0,7.0,2024-07-21,4.0,53.0,6.0,4.0,2.0,1,2024-07-21 04:53:24.519259170,2024.0,7.0,2024-07-21,4.0,53.0,4.0,6.0,2.0,54.958,261,1
649,1718899518.0,2024-07-21 05:17:00,2024-06-20 16:05:17.782783+00:00,54,11.650458,4.635010915,55.62013099,0,7.407407407,7.407407407,GEN,24,57,"They said, ""We will call the young lady, and ask her.""",649,1,90.90909091,14.81481481,v2,,mac,qwerty,yes,,,,1820,27.123397435897434,56.416231173999996,57.00397440449999,,5.334601838700001,4.60759744523,,11.102827375200002,9.534590406980001,,2024.0,7.0,2024-07-21,5.0,17.0,2.0,2.0,1.0,1,2024-07-21 05:17:11.650458000,2024.0,7.0,2024-07-21,5.0,17.0,2.0,2.0,1.0,54.959,262,1
650,1718899529.0,2024-07-21 05:29:00,2024-06-20 16:05:29.456914+00:00,89,17.60539642,5.055268163,60.66321796,1,0.0,0.0,GEN,24,58,"They called Rebekah, and said to her, ""Will you go with this man?"" She said, ""I will go.""",650,1,100.0,0.0,v2,,mac,qwerty,yes,,,,1435,42.54807692307692,56.991957728,57.141246093999996,,4.578787885200001,4.59672788001,,9.591199468200001,9.51285127655,,2024.0,7.0,2024-07-21,5.0,29.0,3.0,2.0,1.0,1,2024-07-21 05:29:17.605396420,2024.0,7.0,2024-07-21,5.0,29.0,2.0,3.0,1.0,54.967,263,1
651,1718899547.0,2024-07-21 05:47:00,2024-06-20 16:05:47.245860+00:00,85,17.71333196,4.798645461,57.58374553,0,4.705882353,4.705882353,GEN,24,59,"They sent away Rebekah, their sister, with her nurse, Abraham's servant, and his men.",651,1,100.0,9.411764706,v2,,mac,qwerty,yes,,,,1698,32.01121794871795,55.971869842000004,57.1857226242,,5.049376120500001,4.61663738227,,10.532375938800001,9.55267028108,,2024.0,7.0,2024-07-21,5.0,47.0,5.0,4.0,2.0,1,2024-07-21 05:47:17.713331960,2024.0,7.0,2024-07-21,5.0,47.0,4.0,5.0,2.0,54.971,264,1
652,1718899565.0,2024-07-21 06:05:00,2024-06-20 16:06:04.971332+00:00,169,27.06288646,6.244714519,74.93657423,0,0.591715976,0.591715976,GEN,24,60,"They blessed Rebekah, and said to her, ""Our sister, may you be the mother of thousands of ten thousands, and let your offspring possess the gate of those who hate them.""",652,1,96.77419355,1.183431953,v2,,mac,qwerty,yes,,,,267,89.34294871794873,57.54128274,57.5852267165,,5.0085477181,4.3267798941299995,,10.450719134100002,8.97295530481,,2024.0,7.0,2024-07-21,6.0,5.0,1.0,1.0,1.0,1,2024-07-21 06:05:27.062886460,2024.0,7.0,2024-07-21,6.0,5.0,1.0,1.0,1.0,55.002,265,1
653,1718899592.0,2024-07-21 06:32:00,2024-06-20 16:06:32.048455+00:00,121,26.89661892,4.49870671,53.98448052,0,9.917355372,9.090909091,GEN,24,61,"Rebekah arose with her ladies. They rode on the camels, and followed the man. The servant took Rebekah, and went his way.",653,1,86.36363636,19.83471074,v2,,mac,qwerty,yes,,,,1920,23.116987179487182,57.755648599000004,57.5939479026,,5.5604957701,4.39496171231,,11.719904493800001,9.125847866760001,,2024.0,7.0,2024-07-21,6.0,32.0,4.0,3.0,2.0,1,2024-07-21 06:32:26.896618920,2024.0,7.0,2024-07-21,6.0,32.0,3.0,4.0,2.0,55.0,266,1
654,1718899619.0,2024-07-21 06:59:00,2024-06-20 16:06:58.967586+00:00,81,16.74048683,4.838568962,58.06282754,0,11.11111111,11.11111111,GEN,24,62,"Isaac came from the way of Beer Lahai Roi, for he lived in the land of the South.",654,1,94.44444444,22.22222222,v2,,mac,qwerty,yes,,,,1661,33.493589743589745,58.18251285699999,57.5626081832,,6.2118367662,4.47790380933,,13.022586485900002,9.29173206079,,2024.0,7.0,2024-07-21,6.0,59.0,6.0,4.0,2.0,1,2024-07-21 06:59:16.740486830,2024.0,7.0,2024-07-21,6.0,59.0,4.0,6.0,2.0,55.005,267,1
655,1718899636.0,2024-07-21 07:15:00,2024-06-20 16:07:15.733455+00:00,123,33.331164,3.690240161,44.28288193,0,1.62601626,1.62601626,GEN,24,63,"Isaac went out to meditate in the field at the evening. He lifted up his eyes and looked. Behold, there were camels coming.",655,1,95.65217391,3.25203252,v2,,mac,qwerty,yes,,,,2331,6.6506410256410255,56.837987692,57.4421803318,,5.5669849761000005,4.47682293147,,11.608659302900001,9.28957030507,,2024.0,7.0,2024-07-21,7.0,15.0,2.0,2.0,1.0,1,2024-07-21 07:15:33.331164000,2024.0,7.0,2024-07-21,7.0,15.0,2.0,2.0,1.0,54.989,268,1
656,1718899669.0,2024-07-21 07:49:00,2024-06-20 16:07:49.092900+00:00,74,30.58938138,2.419140129,29.02968155,0,1.351351351,1.351351351,GEN,24,64,"Rebekah lifted up her eyes, and when she saw Isaac, she got off the camel.",656,1,100.0,2.702702703,v2,,mac,qwerty,yes,,,,2474,0.921474358974359,53.007684075,57.140698561499995,,5.4966406591000005,4.47164485619,,11.330984367700001,9.27921415453,,2024.0,7.0,2024-07-21,7.0,49.0,5.0,4.0,2.0,1,2024-07-21 07:49:30.589381380,2024.0,7.0,2024-07-21,7.0,49.0,4.0,5.0,2.0,54.949,269,1
657,1718899700.0,2024-07-21 08:19:00,2024-06-20 16:08:19.702968+00:00,158,31.20172175,5.063823121,60.76587745,0,5.696202532,5.696202532,GEN,24,65,"She said to the servant, ""Who is the man who is walking in the field to meet us?"" The servant said, ""It is my master."" She took her veil, and covered herself.",657,1,93.75,11.39240506,v2,,mac,qwerty,yes,,,,1429,42.78846153846153,54.92540606600001,57.093055059300006,,4.4283298783000005,4.51677256198,,9.0219490117,9.36946956608,,2024.0,7.0,2024-07-21,8.0,19.0,2.0,2.0,1.0,1,2024-07-21 08:19:31.201721750,2024.0,7.0,2024-07-21,8.0,19.0,2.0,2.0,1.0,54.958,270,1
658,1718899731.0,2024-07-21 08:50:00,2024-06-20 16:08:50.926037+00:00,55,8.849991333,6.214695352,74.57634422,1,0.0,0.0,GEN,24,66,The servant told Isaac all the things that he had done.,658,1,100.0,0.0,v2,,mac,qwerty,yes,,,,289,88.46153846153845,56.95057619199999,57.31063163379999,,4.158059608,4.41229495008,,8.481408471200002,9.160514342179999,,2024.0,7.0,2024-07-21,8.0,50.0,6.0,4.0,2.0,1,2024-07-21 08:50:08.849991333,2024.0,7.0,2024-07-21,8.0,50.0,4.0,6.0,2.0,54.988,271,1
659,1718899740.0,2024-07-21 08:59:00,2024-06-20 16:08:59.788794+00:00,153,30.13886879,5.076501081,60.91801297,0,1.307189542,1.307189542,GEN,24,67,"Isaac brought her into his mother Sarah's tent, and took Rebekah, and she became his wife. He loved her. So Isaac was comforted after his mother's death.",659,1,96.2962963,2.614379085,v2,,mac,qwerty,yes,,,,1417,43.269230769230774,57.48036439,57.43778661179999,,3.548037821500001,4.41495017883,,7.2613648987,9.1658247997,,2024.0,7.0,2024-07-21,8.0,59.0,6.0,4.0,2.0,1,2024-07-21 08:59:30.138868790,2024.0,7.0,2024-07-21,8.0,59.0,4.0,6.0,2.0,54.997,272,1
660,1718899770.0,2024-07-21 09:29:00,2024-06-20 16:09:29.941924+00:00,52,17.49081575,2.972988838,35.67586606,0,3.846153846,3.846153846,GEN,25,1,"Abraham took another wife, and her name was Keturah.",660,1,88.88888889,7.692307692,v2,,mac,qwerty,yes,,,,2448,1.9631410256410255,54.9816292,57.13785039390001,,3.932653206100001,4.45341171729,,8.0305956679,9.24274787662,,2024.0,7.0,2024-07-21,9.0,29.0,3.0,2.0,1.0,1,2024-07-21 09:29:17.490815750,2024.0,7.0,2024-07-21,9.0,29.0,2.0,3.0,1.0,54.968,273,1
661,1718899788.0,2024-07-21 09:47:00,2024-06-20 16:09:47.631397+00:00,63,16.71629463,3.768777795,45.22533354,0,1.587301587,0.0,GEN,25,2,"She bore him Zimran, Jokshan, Medan, Midian, Ishbak, and Shuah.",661,1,100.0,3.174603175,v2,,mac,qwerty,yes,,,,2305,7.6923076923076925,53.74578800100001,56.984879253200006,,3.462064970800001,4.41841171729,,7.406879514800001,9.20449390837,,2024.0,7.0,2024-07-21,9.0,47.0,5.0,4.0,2.0,1,2024-07-21 09:47:16.716294630,2024.0,7.0,2024-07-21,9.0,47.0,4.0,5.0,2.0,54.953,274,1
662,1718899804.0,2024-07-21 10:04:00,2024-06-20 16:10:04.360671+00:00,102,24.19243754,4.216193586,50.59432304,0,3.921568627,3.921568627,GEN,25,3,"Jokshan became the father of Sheba, and Dedan. The sons of Dedan were Asshurim, Letushim, and Leummim.",662,1,94.11764706,7.843137255,v2,,mac,qwerty,yes,,,,2097,16.025641025641026,51.311562882,57.0053912379,,3.795050235900001,4.40459710053,,8.072850045000001,9.17686467482,,2024.0,7.0,2024-07-21,10.0,4.0,1.0,1.0,1.0,1,2024-07-21 10:04:24.192437540,2024.0,7.0,2024-07-21,10.0,4.0,1.0,1.0,1.0,54.946,275,1
663,1718899829.0,2024-07-21 10:28:00,2024-06-20 16:10:28.576114+00:00,104,26.71096438,3.893532204,46.72238645,0,9.615384615,9.615384615,GEN,25,4,"The sons of Midian were Ephah, Epher, Hanoch, Abida, and Eldaah. All these were the children of Keturah.",663,1,88.88888889,19.23076923,v2,,mac,qwerty,yes,,,,2254,9.735576923076923,50.585353475,56.919863947900005,,3.847497788300001,4.45236384991,,8.012455894000002,9.27239817357,,2024.0,7.0,2024-07-21,10.0,28.0,3.0,2.0,1.0,1,2024-07-21 10:28:26.710964380,2024.0,7.0,2024-07-21,10.0,28.0,2.0,3.0,1.0,54.934,276,1
664,1718899855.0,2024-07-21 10:55:00,2024-06-20 16:10:55.302232+00:00,38,7.82599875,4.855610282,58.26732339,1,0.0,0.0,GEN,25,5,"Abraham gave all that he had to Isaac,",664,1,100.0,0.0,v2,,mac,qwerty,yes,,,,1638,34.4150641025641,50.60580306,56.99692443,,2.7363866773000005,4.45236384991,,5.790233672000001,9.27239817357,,2024.0,7.0,2024-07-21,10.0,55.0,6.0,4.0,2.0,1,2024-07-21 10:55:07.825998750,2024.0,7.0,2024-07-21,10.0,55.0,4.0,6.0,2.0,54.939,277,1
